"Province","ProgramGroup","ProgramType","ProgramDetail","Date","Value"
"Manitoba","Economic","Worker Program","Rural and Northern Immigration",2021-05-01,0
"Manitoba","Economic","Worker Program","Skilled Trade",2021-05-01,0
"Manitoba","Economic","Worker Program","Skilled Worker",2021-05-01,0
"Manitoba","Economic","Business","Entrepreneur",2021-05-01,0
"Manitoba","Economic","Business","Self-Employed",2021-05-01,0
"Manitoba","Economic","Business","Start-up Business",2021-05-01,0
"Manitoba","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-05-01,240
"Manitoba","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-05-01,0
"Manitoba","Sponsored Family","Sponsored Family","Sponsored Children",2021-05-01,0
"Manitoba","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-05-01,0
"Manitoba","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-05-01,20
"Manitoba","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-05-01,70
"Manitoba","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-05-01,0
"Manitoba","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2021-05-01,5
"Manitoba","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-05-01,10
"Saskatchewan","Economic","Worker Program","Agri-Food Pilot",2021-05-01,0
"Saskatchewan","Economic","Worker Program","Canadian Experience",2021-05-01,30
"Saskatchewan","Economic","Worker Program","Caregiver",2021-05-01,0
"Saskatchewan","Economic","Worker Program","Rural and Northern Immigration",2021-05-01,0
"Saskatchewan","Economic","Worker Program","Skilled Trade",2021-05-01,0
"Saskatchewan","Economic","Worker Program","Skilled Worker",2021-05-01,0
"Saskatchewan","Economic","Business","Self-Employed",2021-05-01,0
"Saskatchewan","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-05-01,200
"Saskatchewan","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-05-01,0
"Saskatchewan","Sponsored Family","Sponsored Family","Sponsored Children",2021-05-01,10
"Saskatchewan","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-05-01,0
"Saskatchewan","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-05-01,25
"Saskatchewan","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-05-01,40
"Saskatchewan","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-05-01,0
"Saskatchewan","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2021-05-01,25
"Saskatchewan","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-05-01,10
"Alberta","Economic","Worker Program","Agri-Food Pilot",2021-05-01,0
"Alberta","Economic","Worker Program","Canadian Experience",2021-05-01,330
"Alberta","Economic","Worker Program","Caregiver",2021-05-01,5
"Alberta","Economic","Worker Program","Rural and Northern Immigration",2021-05-01,5
"Alberta","Economic","Worker Program","Skilled Trade",2021-05-01,0
"Alberta","Economic","Worker Program","Skilled Worker",2021-05-01,55
"Alberta","Economic","Business","Entrepreneur",2021-05-01,0
"Alberta","Economic","Business","Investor",2021-05-01,0
"Alberta","Economic","Business","Self-Employed",2021-05-01,0
"Alberta","Economic","Business","Start-up Business",2021-05-01,0
"Alberta","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-05-01,375
"Alberta","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-05-01,0
"Alberta","Sponsored Family","Sponsored Family","Sponsored Children",2021-05-01,45
"Alberta","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-05-01,0
"Alberta","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-05-01,70
"Alberta","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-05-01,350
"Alberta","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-05-01,0
"Alberta","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2021-05-01,40
"Alberta","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-05-01,30
"British Columbia","Economic","Worker Program","Agri-Food Pilot",2021-05-01,0
"British Columbia","Economic","Worker Program","Canadian Experience",2021-05-01,NA
"British Columbia","Economic","Worker Program","Caregiver",2021-05-01,20
"British Columbia","Economic","Worker Program","Rural and Northern Immigration",2021-05-01,10
"British Columbia","Economic","Worker Program","Skilled Trade",2021-05-01,10
"British Columbia","Economic","Worker Program","Skilled Worker",2021-05-01,40
"British Columbia","Economic","Business","Entrepreneur",2021-05-01,0
"British Columbia","Economic","Business","Investor",2021-05-01,0
"British Columbia","Economic","Business","Self-Employed",2021-05-01,0
"British Columbia","Economic","Business","Start-up Business",2021-05-01,0
"British Columbia","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-05-01,430
"British Columbia","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-05-01,0
"British Columbia","Sponsored Family","Sponsored Family","Sponsored Children",2021-05-01,20
"British Columbia","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-05-01,5
"British Columbia","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-05-01,90
"British Columbia","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-05-01,575
"British Columbia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-05-01,0
"British Columbia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2021-05-01,25
"British Columbia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-05-01,15
"Yukon","Economic","Worker Program","Canadian Experience",2021-05-01,0
"Yukon","Economic","Worker Program","Caregiver",2021-05-01,0
"Yukon","Economic","Worker Program","Skilled Trade",2021-05-01,0
"Yukon","Economic","Worker Program","Skilled Worker",2021-05-01,0
"Yukon","Economic","Business","Self-Employed",2021-05-01,0
"Yukon","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-05-01,65
"Yukon","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-05-01,0
"Yukon","Sponsored Family","Sponsored Family","Sponsored Children",2021-05-01,0
"Yukon","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-05-01,0
"Yukon","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-05-01,0
"Yukon","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-05-01,0
"Yukon","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-05-01,0
"Yukon","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-05-01,0
"Northwest Territories","Economic","Worker Program","Canadian Experience",2021-05-01,0
"Northwest Territories","Economic","Worker Program","Caregiver",2021-05-01,0
"Northwest Territories","Economic","Worker Program","Skilled Trade",2021-05-01,0
"Northwest Territories","Economic","Worker Program","Skilled Worker",2021-05-01,0
"Northwest Territories","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-05-01,5
"Northwest Territories","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-05-01,0
"Northwest Territories","Sponsored Family","Sponsored Family","Sponsored Children",2021-05-01,0
"Northwest Territories","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-05-01,0
"Northwest Territories","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-05-01,0
"Northwest Territories","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-05-01,5
"Northwest Territories","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-05-01,0
"Northwest Territories","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-05-01,0
"Nunavut","Economic","Worker Program","Canadian Experience",2021-05-01,0
"Nunavut","Economic","Worker Program","Caregiver",2021-05-01,0
"Nunavut","Economic","Worker Program","Skilled Trade",2021-05-01,0
"Nunavut","Economic","Worker Program","Skilled Worker",2021-05-01,0
"Nunavut","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-05-01,0
"Nunavut","Sponsored Family","Sponsored Family","Sponsored Children",2021-05-01,0
"Nunavut","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-05-01,0
"Nunavut","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-05-01,0
"Nunavut","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-05-01,0
"Nunavut","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-05-01,0
"Newfoundland and Labrador","Economic","Worker Program","Atlantic Immigration Pilot Programs",2021-06-01,30
"Newfoundland and Labrador","Economic","Worker Program","Canadian Experience",2021-06-01,25
"Newfoundland and Labrador","Economic","Worker Program","Caregiver",2021-06-01,0
"Newfoundland and Labrador","Economic","Worker Program","Skilled Trade",2021-06-01,0
"Newfoundland and Labrador","Economic","Worker Program","Skilled Worker",2021-06-01,0
"Newfoundland and Labrador","Economic","Business","Self-Employed",2021-06-01,0
"Newfoundland and Labrador","Economic","Business","Start-up Business",2021-06-01,0
"Newfoundland and Labrador","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-06-01,15
"Newfoundland and Labrador","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-06-01,0
"Newfoundland and Labrador","Sponsored Family","Sponsored Family","Sponsored Children",2021-06-01,0
"Newfoundland and Labrador","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-06-01,0
"Newfoundland and Labrador","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-06-01,0
"Newfoundland and Labrador","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-06-01,20
"Newfoundland and Labrador","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-06-01,0
"Newfoundland and Labrador","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2021-06-01,20
"Newfoundland and Labrador","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-06-01,0
"Prince Edward Island","Economic","Worker Program","Agri-Food Pilot",2021-06-01,0
"Prince Edward Island","Economic","Worker Program","Atlantic Immigration Pilot Programs",2021-06-01,20
"Prince Edward Island","Economic","Worker Program","Canadian Experience",2021-06-01,65
"Prince Edward Island","Economic","Worker Program","Caregiver",2021-06-01,0
"Prince Edward Island","Economic","Worker Program","Skilled Trade",2021-06-01,0
"Prince Edward Island","Economic","Worker Program","Skilled Worker",2021-06-01,0
"Prince Edward Island","Economic","Business","Self-Employed",2021-06-01,0
"Prince Edward Island","Economic","Business","Start-up Business",2021-06-01,0
"Prince Edward Island","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-06-01,85
"Prince Edward Island","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-06-01,0
"Prince Edward Island","Sponsored Family","Sponsored Family","Sponsored Children",2021-06-01,0
"Prince Edward Island","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-06-01,0
"Prince Edward Island","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-06-01,0
"Prince Edward Island","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-06-01,5
"Prince Edward Island","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-06-01,0
"Prince Edward Island","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2021-06-01,0
"Prince Edward Island","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-06-01,0
"Nova Scotia","Economic","Worker Program","Atlantic Immigration Pilot Programs",2021-06-01,205
"Nova Scotia","Economic","Worker Program","Canadian Experience",2021-06-01,145
"Nova Scotia","Economic","Worker Program","Caregiver",2021-06-01,0
"Nova Scotia","Economic","Worker Program","Skilled Trade",2021-06-01,0
"Nova Scotia","Economic","Worker Program","Skilled Worker",2021-06-01,0
"Nova Scotia","Economic","Business","Self-Employed",2021-06-01,0
"Nova Scotia","Economic","Business","Start-up Business",2021-06-01,0
"Nova Scotia","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-06-01,100
"Nova Scotia","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-06-01,0
"Nova Scotia","Sponsored Family","Sponsored Family","Sponsored Children",2021-06-01,0
"Nova Scotia","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-06-01,0
"Nova Scotia","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-06-01,0
"Nova Scotia","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-06-01,40
"Nova Scotia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-06-01,0
"Nova Scotia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2021-06-01,30
"Nova Scotia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-06-01,5
"New Brunswick","Economic","Worker Program","Atlantic Immigration Pilot Programs",2021-06-01,110
"New Brunswick","Economic","Worker Program","Canadian Experience",2021-06-01,70
"New Brunswick","Economic","Worker Program","Caregiver",2021-06-01,0
"New Brunswick","Economic","Worker Program","Skilled Trade",2021-06-01,0
"New Brunswick","Economic","Worker Program","Skilled Worker",2021-06-01,0
"New Brunswick","Economic","Business","Self-Employed",2021-06-01,0
"New Brunswick","Economic","Business","Start-up Business",2021-06-01,0
"New Brunswick","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-06-01,130
"New Brunswick","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-06-01,0
"New Brunswick","Sponsored Family","Sponsored Family","Sponsored Children",2021-06-01,0
"New Brunswick","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-06-01,0
"New Brunswick","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-06-01,0
"New Brunswick","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-06-01,35
"New Brunswick","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-06-01,0
"New Brunswick","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2021-06-01,25
"New Brunswick","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-06-01,0
"Quebec","Economic","Worker Program","Canadian Experience",2021-06-01,0
"Quebec","Economic","Worker Program","Caregiver",2021-06-01,0
"Quebec","Economic","Worker Program","Skilled Worker",2021-06-01,NA
"Quebec","Economic","Business","Entrepreneur",2021-06-01,0
"Quebec","Economic","Business","Investor",2021-06-01,90
"Quebec","Economic","Business","Self-Employed",2021-06-01,0
"Quebec","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-06-01,0
"Quebec","Sponsored Family","Sponsored Family","Sponsored Children",2021-06-01,50
"Quebec","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-06-01,0
"Quebec","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-06-01,125
"Quebec","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-06-01,755
"Quebec","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-06-01,0
"Quebec","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2021-06-01,80
"Quebec","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-06-01,65
"Ontario","Economic","Worker Program","Agri-Food Pilot",2021-06-01,0
"Ontario","Economic","Worker Program","Canadian Experience",2021-06-01,NA
"Ontario","Economic","Worker Program","Caregiver",2021-06-01,125
"Ontario","Economic","Worker Program","Rural and Northern Immigration",2021-06-01,40
"Ontario","Economic","Worker Program","Skilled Trade",2021-06-01,10
"Ontario","Economic","Worker Program","Skilled Worker",2021-06-01,185
"Ontario","Economic","Business","Entrepreneur",2021-06-01,0
"Ontario","Economic","Business","Investor",2021-06-01,0
"Ontario","Economic","Business","Self-Employed",2021-06-01,5
"Ontario","Economic","Business","Start-up Business",2021-06-01,0
"Ontario","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-06-01,NA
"Ontario","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-06-01,15
"Ontario","Sponsored Family","Sponsored Family","Sponsored Children",2021-06-01,120
"Ontario","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-06-01,10
"Ontario","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-06-01,320
"Ontario","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-06-01,NA
"Ontario","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-06-01,0
"Ontario","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2021-06-01,205
"Ontario","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-06-01,100
"Manitoba","Economic","Worker Program","Agri-Food Pilot",2021-06-01,0
"Manitoba","Economic","Worker Program","Canadian Experience",2021-06-01,135
"Manitoba","Economic","Worker Program","Caregiver",2021-06-01,0
"Manitoba","Economic","Worker Program","Rural and Northern Immigration",2021-06-01,0
"Manitoba","Economic","Worker Program","Skilled Trade",2021-06-01,0
"Manitoba","Economic","Worker Program","Skilled Worker",2021-06-01,5
"Manitoba","Economic","Business","Entrepreneur",2021-06-01,0
"Manitoba","Economic","Business","Self-Employed",2021-06-01,0
"Manitoba","Economic","Business","Start-up Business",2021-06-01,0
"Manitoba","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-06-01,905
"Manitoba","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-06-01,0
"Manitoba","Sponsored Family","Sponsored Family","Sponsored Children",2021-06-01,5
"Manitoba","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-06-01,0
"Manitoba","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-06-01,20
"Manitoba","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-06-01,120
"Manitoba","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-06-01,0
"Manitoba","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2021-06-01,25
"Manitoba","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-06-01,15
"Saskatchewan","Economic","Worker Program","Agri-Food Pilot",2021-06-01,0
"Saskatchewan","Economic","Worker Program","Canadian Experience",2021-06-01,120
"Saskatchewan","Economic","Worker Program","Caregiver",2021-06-01,0
"Saskatchewan","Economic","Worker Program","Rural and Northern Immigration",2021-06-01,0
"Saskatchewan","Economic","Worker Program","Skilled Trade",2021-06-01,0
"Saskatchewan","Economic","Worker Program","Skilled Worker",2021-06-01,0
"Saskatchewan","Economic","Business","Self-Employed",2021-06-01,0
"Saskatchewan","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-06-01,515
"Saskatchewan","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-06-01,0
"Saskatchewan","Sponsored Family","Sponsored Family","Sponsored Children",2021-06-01,5
"Saskatchewan","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-06-01,0
"Saskatchewan","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-06-01,20
"Saskatchewan","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-06-01,90
"Saskatchewan","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-06-01,0
"Saskatchewan","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2021-06-01,50
"Saskatchewan","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-06-01,10
"Alberta","Economic","Worker Program","Agri-Food Pilot",2021-06-01,0
"Alberta","Economic","Worker Program","Canadian Experience",2021-06-01,NA
"Alberta","Economic","Worker Program","Caregiver",2021-06-01,50
"Alberta","Economic","Worker Program","Rural and Northern Immigration",2021-06-01,0
"Alberta","Economic","Worker Program","Skilled Trade",2021-06-01,0
"Alberta","Economic","Worker Program","Skilled Worker",2021-06-01,60
"Alberta","Economic","Business","Entrepreneur",2021-06-01,0
"Alberta","Economic","Business","Investor",2021-06-01,0
"Alberta","Economic","Business","Self-Employed",2021-06-01,0
"Alberta","Economic","Business","Start-up Business",2021-06-01,0
"Alberta","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-06-01,750
"Alberta","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-06-01,0
"Alberta","Sponsored Family","Sponsored Family","Sponsored Children",2021-06-01,60
"Alberta","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-06-01,0
"Alberta","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-06-01,90
"Alberta","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-06-01,665
"Alberta","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-06-01,0
"Alberta","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2021-06-01,75
"Alberta","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-06-01,90
"British Columbia","Economic","Worker Program","Agri-Food Pilot",2021-06-01,0
"British Columbia","Economic","Worker Program","Canadian Experience",2021-06-01,NA
"British Columbia","Economic","Worker Program","Caregiver",2021-06-01,70
"British Columbia","Economic","Worker Program","Rural and Northern Immigration",2021-06-01,15
"British Columbia","Economic","Worker Program","Skilled Trade",2021-06-01,15
"British Columbia","Economic","Worker Program","Skilled Worker",2021-06-01,45
"British Columbia","Economic","Business","Entrepreneur",2021-06-01,0
"British Columbia","Economic","Business","Investor",2021-06-01,0
"British Columbia","Economic","Business","Self-Employed",2021-06-01,5
"British Columbia","Economic","Business","Start-up Business",2021-06-01,0
"British Columbia","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-06-01,NA
"British Columbia","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-06-01,10
"British Columbia","Sponsored Family","Sponsored Family","Sponsored Children",2021-06-01,25
"British Columbia","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-06-01,0
"British Columbia","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-06-01,120
"British Columbia","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-06-01,NA
"British Columbia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-06-01,0
"British Columbia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Government-Assisted Refugee",2021-06-01,35
"British Columbia","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-06-01,15
"Yukon","Economic","Worker Program","Canadian Experience",2021-06-01,5
"Yukon","Economic","Worker Program","Caregiver",2021-06-01,0
"Yukon","Economic","Worker Program","Skilled Trade",2021-06-01,0
"Yukon","Economic","Worker Program","Skilled Worker",2021-06-01,0
"Yukon","Economic","Business","Self-Employed",2021-06-01,0
"Yukon","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-06-01,45
"Yukon","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-06-01,0
"Yukon","Sponsored Family","Sponsored Family","Sponsored Children",2021-06-01,0
"Yukon","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-06-01,0
"Yukon","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-06-01,0
"Yukon","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-06-01,0
"Yukon","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-06-01,0
"Yukon","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-06-01,0
"Northwest Territories","Economic","Worker Program","Canadian Experience",2021-06-01,5
"Northwest Territories","Economic","Worker Program","Caregiver",2021-06-01,0
"Northwest Territories","Economic","Worker Program","Skilled Trade",2021-06-01,0
"Northwest Territories","Economic","Worker Program","Skilled Worker",2021-06-01,0
"Northwest Territories","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-06-01,25
"Northwest Territories","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-06-01,0
"Northwest Territories","Sponsored Family","Sponsored Family","Sponsored Children",2021-06-01,0
"Northwest Territories","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-06-01,0
"Northwest Territories","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-06-01,0
"Northwest Territories","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-06-01,5
"Northwest Territories","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Blended Sponsorship Refugee",2021-06-01,0
"Northwest Territories","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-06-01,0
"Nunavut","Economic","Worker Program","Canadian Experience",2021-06-01,0
"Nunavut","Economic","Worker Program","Caregiver",2021-06-01,0
"Nunavut","Economic","Worker Program","Skilled Trade",2021-06-01,0
"Nunavut","Economic","Worker Program","Skilled Worker",2021-06-01,0
"Nunavut","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-06-01,0
"Nunavut","Sponsored Family","Sponsored Family","Sponsored Children",2021-06-01,0
"Nunavut","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-06-01,0
"Nunavut","Sponsored Family","Sponsored Family","Sponsored Parent or Grandparent",2021-06-01,0
"Nunavut","Sponsored Family","Sponsored Family","Sponsored Spouse or Partner",2021-06-01,0
"Nunavut","Resettled Refugee &amp; Protected Person in Canada","Resettled Refugee","Privately Sponsored Refugee",2021-06-01,0
"Newfoundland and Labrador","Economic","Worker Program","Atlantic Immigration Pilot Programs",2021-07-01,25
"Newfoundland and Labrador","Economic","Worker Program","Canadian Experience",2021-07-01,30
"Newfoundland and Labrador","Economic","Worker Program","Caregiver",2021-07-01,0
"Newfoundland and Labrador","Economic","Worker Program","Skilled Trade",2021-07-01,0
"Newfoundland and Labrador","Economic","Worker Program","Skilled Worker",2021-07-01,0
"Newfoundland and Labrador","Economic","Business","Self-Employed",2021-07-01,0
"Newfoundland and Labrador","Economic","Business","Start-up Business",2021-07-01,0
"Newfoundland and Labrador","Economic","Provincial Nominee Program","Provincial Nominee Program",2021-07-01,70
"Newfoundland and Labrador","Economic","Temporary Resident to Permanent Resident Pathway","Temporary Resident to Permanent Resident Pathway",2021-07-01,0
"Newfoundland and Labrador","Sponsored Family","Sponsored Family","Sponsored Children",2021-07-01,0
"Newfoundland and Labrador","Sponsored Family","Sponsored Family","Sponsored Extended Family Member",2021-07-01,0
